Sales_ID,Date_Key,Product_ID,Customer_ID,Store_ID,Employee_ID,Payment_ID,Quantity,Unit_Price,Discount,Tax,Sales_Amount,Cost_Amount,Gross_Profit,Invoice_No,calculate,Difference,Date
22980,20260218,112,7433,41,46,5,15,283.74,1230.53,363.07,3388.64,2963.68,424.96,INV2026022980,3388.640000000001,9.094947017729282e-13,2026-02-18
22981,20250918,62,11099,34,196,4,17,1254.44,2118.91,2304.79,21511.36,19149.34,2362.02,INV2026022981,21511.36,0.0,2025-09-18
22982,20260711,251,1160,32,167,1,2,438.91,108.6,92.31,861.53,651.18,210.35,INV2026022982,861.53,0.0,2026-07-11
22983,20261115,231,10520,7,30,5,6,231.88,305.09,130.34,1216.53,855.16,361.37,INV2026022983,1216.53,0.0,2026-11-15
22984,20260528,114,6632,1,36,3,16,1306.41,2589.78,2197.53,20510.31,16625.36,3884.95,INV2026022984,20510.31,0.0,2026-05-28
22985,20250918,42,2692,1,217,5,2,325.09,167.39,57.93,540.72,461.6,79.12,INV2026022985,540.7199999999999,-1.1368683772161605e-13,2025-09-18
22986,20260929,337,10172,12,226,3,2,234.21,100.68,44.13,411.87,294.13,117.74,INV2026022986,411.87,0.0,2026-09-29
22987,20251002,371,8214,47,16,5,5,808.87,231.16,457.58,4270.77,2785.83,1484.94,INV2026022987,4270.77,0.0,2025-10-02
22988,20260702,280,11701,41,138,5,4,931.06,428.2,395.52,3691.56,2909.93,781.63,INV2026022988,3691.56,0.0,2026-07-02
22989,20251124,27,11269,16,51,4,13,1244.75,4428.04,1410.45,13164.16,10957.86,2206.3,INV2026022989,13164.16,0.0,2025-11-24
22990,20251003,461,2412,2,125,2,17,1482.58,5662.6,2344.95,21886.21,16405.6,5480.61,INV2026022990,21886.210000000003,3.637978807091713e-12,2025-10-03
22991,20251211,239,4477,36,70,4,4,1404.28,1224.67,527.09,4919.54,4715.65,203.89,INV2026022991,4919.54,0.0,2025-12-11
22992,20250305,483,8641,25,213,3,4,434.3,475.68,151.38,1412.9,1192.46,220.44,INV2026022992,1412.9,0.0,2025-03-05
22993,20250423,258,779,35,192,2,7,1210.01,942.08,903.36,8431.35,5568.47,2862.88,INV2026022993,8431.35,0.0,2025-04-23
22994,20260817,51,11359,6,196,2,20,1418.23,5422.39,2753.07,25695.28,18661.48,7033.8,INV2026022994,25695.28,0.0,2026-08-17
22995,20250703,395,9707,18,173,2,13,1425.54,767.91,2131.69,19895.8,12756.46,7139.34,INV2026022995,19895.8,0.0,2025-07-03
22996,20260117,498,9077,33,72,3,16,704.25,2511.52,1050.78,9807.26,6288.57,3518.69,INV2026022996,9807.26,0.0,2026-01-17
22997,20260905,267,10160,46,222,3,5,1027.71,529.89,553.04,5161.7,3756.24,1405.46,INV2026022997,5161.7,0.0,2026-09-05
22998,20250421,464,6081,11,24,1,10,1242.0,1956.47,1255.62,11719.15,10554.24,1164.91,INV2026022998,11719.15,1.8189894035458565e-12,2025-04-21
22999,20260218,480,8307,38,67,5,8,1460.53,1810.16,1184.89,11058.97,8500.38,2558.59,INV2026022999,11058.97,0.0,2026-02-18
23000,20250915,68,6301,2,232,1,8,553.51,663.92,451.7,4215.86,3036.84,1179.02,INV2026023000,4215.86,0.0,2025-09-15
23001,20251220,88,8062,15,70,4,6,432.35,714.13,225.6,2105.57,1771.11,334.46,INV2026023001,2105.57,0.0,2025-12-20
23002,20260105,158,9781,41,63,1,13,472.15,1756.76,525.74,4906.93,5193.09,286.16,INV2026023002,4906.929999999999,-9.094947017729282e-13,2026-01-05
23003,20250228,135,5051,1,51,5,10,698.47,732.52,750.26,7002.44,5214.69,1787.75,INV2026023003,7002.4400000000005,9.094947017729282e-13,2025-02-28
23004,20260523,405,9794,5,48,4,20,231.25,283.51,520.98,4862.47,3704.64,1157.83,INV2026023004,4862.469999999999,-9.094947017729282e-13,2026-05-23
23005,20261128,453,1567,16,64,4,5,29.01,32.69,13.48,125.84,103.14,22.7,INV2026023005,125.84000000000002,1.4210854715202004e-14,2026-11-28
23006,20250718,19,5964,9,193,1,20,648.25,1091.63,1424.8,13298.17,10517.3,2780.87,INV2026023006,13298.169999999998,-1.8189894035458565e-12,2025-07-18
23007,20260810,478,1632,38,185,5,3,1078.48,776.76,295.04,2753.72,2016.17,737.55,INV2026023007,2753.7200000000003,4.547473508864641e-13,2026-08-10
23008,20261107,475,5620,12,116,5,13,1428.27,1234.62,2079.95,19412.84,15885.15,3527.69,INV2026023008,19412.84,0.0,2026-11-07
23009,20260512,373,8507,28,207,5,10,148.65,433.08,126.41,1179.83,1325.7,145.87,INV2026023009,1179.8300000000002,2.273736754432321e-13,2026-05-12
23010,20260703,119,153,12,62,3,1,1091.56,1.74,130.78,1220.6,858.8,361.8,INV2026023010,1220.6,0.0,2026-07-03
23011,20251209,30,3650,8,2,5,2,1171.08,634.36,204.94,1912.74,2020.51,107.77,INV2026023011,1912.74,-2.273736754432321e-13,2025-12-09
23012,20250408,440,10825,36,170,2,18,72.93,329.22,118.02,1101.54,1081.53,20.01,INV2026023012,1101.5400000000002,2.273736754432321e-13,2025-04-08
23013,20250406,289,8040,8,44,3,13,1109.01,1613.13,1536.48,14340.48,11352.76,2987.72,INV2026023013,14340.48,0.0,2025-04-06
23014,20260618,270,9124,43,233,2,3,1135.22,374.61,363.73,3394.78,2989.69,405.09,INV2026023014,3394.78,-4.547473508864641e-13,2026-06-18
23015,20260914,36,2695,1,142,1,7,1158.59,1204.86,828.63,7733.9,6661.59,1072.31,INV2026023015,7733.9,0.0,2026-09-14
23016,20260708,139,5903,43,162,2,2,300.63,74.19,63.25,590.32,479.87,110.45,INV2026023016,590.3199999999999,-1.1368683772161605e-13,2026-07-08
23017,20250825,165,848,34,11,5,15,112.95,47.35,197.63,1844.53,1113.2,731.33,INV2026023017,1844.53,2.273736754432321e-13,2025-08-25
23018,20250530,428,10376,43,2,2,6,260.63,364.63,143.9,1343.05,1158.48,184.57,INV2026023018,1343.0500000000002,2.273736754432321e-13,2025-05-30
23019,20260116,2,6194,28,160,5,6,1419.84,2066.28,774.33,7227.09,7208.39,18.7,INV2026023019,7227.089999999998,-1.8189894035458565e-12,2026-01-16
23020,20260708,312,2612,3,136,5,19,602.28,1702.87,1168.85,10909.3,8236.43,2672.87,INV2026023020,10909.3,1.8189894035458565e-12,2026-07-08
23021,20260624,410,7395,35,195,3,1,745.23,166.93,69.4,647.7,664.03,16.33,INV2026023021,647.6999999999999,-1.1368683772161605e-13,2026-06-24
23022,20260901,170,3672,19,8,5,12,1392.64,631.98,1929.56,18009.26,14253.77,3755.49,INV2026023022,18009.260000000002,3.637978807091713e-12,2026-09-01
23023,20251023,376,474,33,115,1,11,1203.02,1178.5,1446.57,13501.29,10077.39,3423.9,INV2026023023,13501.29,-1.8189894035458565e-12,2025-10-23
23024,20260616,299,3050,36,199,3,1,65.98,10.03,6.71,62.66,48.8,13.86,INV2026023024,62.66,7.105427357601002e-15,2026-06-16
23025,20260918,452,2836,50,99,3,2,820.43,459.56,141.76,1323.06,1423.8,100.74,INV2026023025,1323.06,0.0,2026-09-18
23026,20261217,282,1690,3,237,2,4,480.03,4.49,229.88,2145.51,1558.21,587.3,INV2026023026,2145.51,-4.547473508864641e-13,2026-12-17
23027,20260222,199,3114,33,132,5,18,1237.33,3732.75,2224.7,20763.89,13223.02,7540.87,INV2026023027,20763.89,0.0,2026-02-22
23028,20260110,54,1122,36,58,1,6,1346.97,110.46,956.56,8927.92,6508.25,2419.67,INV2026023028,8927.92,0.0,2026-01-10
23029,20260401,317,10493,2,64,2,9,973.06,1392.13,883.85,8249.26,7485.31,763.95,INV2026023029,8249.259999999998,-1.8189894035458565e-12,2026-04-01
23030,20260927,189,6894,38,83,5,18,956.64,2766.66,1734.34,16187.2,14601.66,1585.54,INV2026023030,16187.2,0.0,2026-09-27
23031,20260206,220,4717,29,180,4,20,1008.46,605.28,2347.67,21911.59,16540.78,5370.81,INV2026023031,21911.590000000004,3.637978807091713e-12,2026-02-06
23032,20260109,154,184,16,20,5,19,1074.22,1706.5,2244.44,20948.12,13016.27,7931.85,INV2026023032,20948.12,0.0,2026-01-09
23033,20250309,433,2859,39,181,1,15,1434.53,695.64,2498.68,23320.99,15735.7,7585.29,INV2026023033,23320.99,0.0,2025-03-09
23034,20261231,107,2427,43,86,5,16,87.49,151.93,149.75,1397.66,1082.65,315.01,INV2026023034,1397.66,-2.273736754432321e-13,2026-12-31
23035,20251208,20,3618,39,14,4,14,1394.84,155.42,2324.68,21697.02,17422.96,4274.06,INV2026023035,21697.02,0.0,2025-12-08
23036,20250406,292,10048,11,122,2,6,1175.27,1427.83,674.85,6298.64,3970.46,2328.18,INV2026023036,6298.64,0.0,2025-04-06
23037,20260826,398,4186,46,162,4,13,86.35,271.99,102.07,952.63,872.4,80.23,INV2026023037,952.63,-1.1368683772161605e-13,2026-08-26
23038,20250830,13,8499,34,131,1,14,1088.94,2606.32,1516.66,14155.5,9046.35,5109.15,INV2026023038,14155.5,0.0,2025-08-30
23039,20260408,169,2930,24,25,2,5,1150.46,354.22,647.77,6045.85,4506.57,1539.28,INV2026023039,6045.85,0.0,2026-04-08
23040,20260330,127,2626,38,132,4,14,1142.96,4380.85,1394.47,13015.06,13958.07,943.01,INV2026023040,13015.06,0.0,2026-03-30
23041,20251030,478,7177,30,242,4,18,602.95,2818.44,964.16,8998.82,7276.87,1721.95,INV2026023041,8998.82,0.0,2025-10-30
23042,20260312,25,8458,37,141,5,7,338.93,622.82,209.96,1959.65,1819.34,140.31,INV2026023042,1959.65,0.0,2026-03-12
23043,20250508,388,10367,21,166,4,13,887.46,2660.52,1065.18,9941.64,10354.97,413.33,INV2026023043,9941.64,0.0,2025-05-08
23044,20250722,230,2920,50,187,4,3,704.47,294.11,218.32,2037.62,1620.74,416.88,INV2026023044,2037.62,-2.273736754432321e-13,2025-07-22
23045,20260916,483,8321,6,235,4,15,57.64,244.12,74.46,694.94,615.35,79.59,INV2026023045,694.94,0.0,2026-09-16
23046,20260830,49,6184,48,59,3,20,361.2,1774.55,653.93,6103.38,6482.49,379.11,INV2026023046,6103.38,0.0,2026-08-30
23047,20260407,117,2378,9,203,4,15,1380.88,5264.73,1853.82,17302.29,12938.33,4363.96,INV2026023047,17302.29,0.0,2026-04-07
23048,20260329,220,6350,49,92,3,16,954.99,2049.76,1587.61,14817.69,9127.47,5690.22,INV2026023048,14817.69,0.0,2026-03-29
23049,20260818,381,8894,9,5,2,14,142.04,403.29,190.23,1775.5,1340.82,434.68,INV2026023049,1775.5,0.0,2026-08-18
23050,20261130,363,8114,14,103,2,20,657.66,3905.28,1109.75,10357.67,9216.98,1140.69,INV2026023050,10357.669999999998,-1.8189894035458565e-12,2026-11-30
23051,20251201,363,11706,26,106,3,5,396.32,408.83,188.73,1761.5,1303.6,457.9,INV2026023051,1761.5,0.0,2025-12-01
23052,20260908,498,6212,50,232,5,18,588.86,755.23,1181.31,11025.56,6215.49,4810.07,INV2026023052,11025.56,0.0,2026-09-08
23053,20260728,150,1472,45,13,5,9,990.2,679.4,987.89,9220.29,7206.19,2014.1,INV2026023053,9220.29,0.0,2026-07-28
23054,20250502,300,1625,23,5,3,15,1338.34,3275.08,2016.0,18816.02,15656.68,3159.34,INV2026023054,18816.02,-3.637978807091713e-12,2025-05-02
23055,20251018,74,4616,44,167,2,7,1106.22,1300.32,773.19,7216.41,4307.26,2909.15,INV2026023055,7216.41,0.0,2025-10-18
23056,20260312,468,4686,41,16,1,17,917.43,4448.08,1337.79,12486.02,10811.46,1674.56,INV2026023056,12486.02,0.0,2026-03-12
23057,20250628,152,4950,1,99,4,1,237.78,20.51,26.07,243.34,205.01,38.33,INV2026023057,243.34,0.0,2025-06-28
23058,20261113,366,981,41,171,3,15,810.71,407.16,1410.42,13163.91,7450.08,5713.83,INV2026023058,13163.910000000002,1.8189894035458565e-12,2026-11-13
23059,20251016,348,1807,29,242,3,3,586.09,19.49,208.65,1947.43,1115.3,832.13,INV2026023059,1947.43,0.0,2025-10-16
23060,20250409,183,11835,9,68,1,6,1070.26,1432.37,598.7,5587.89,4569.47,1018.42,INV2026023060,5587.889999999999,-9.094947017729282e-13,2025-04-09
23061,20260119,108,7377,23,82,3,13,1426.15,3264.73,1833.03,17108.25,12258.57,4849.68,INV2026023061,17108.25,0.0,2026-01-19
23062,20251003,424,7141,45,158,3,15,58.73,7.39,104.83,978.39,674.23,304.16,INV2026023062,978.39,0.0,2025-10-03
23063,20250531,170,4129,32,228,2,8,879.48,943.29,731.11,6823.66,4774.93,2048.73,INV2026023063,6823.66,0.0,2025-05-31
23064,20251022,350,4921,45,194,3,17,1373.33,3746.02,2352.07,21952.66,15050.41,6902.25,INV2026023064,21952.66,0.0,2025-10-22
23065,20260702,322,11228,42,163,3,6,1212.33,1121.42,738.31,6890.87,4752.72,2138.15,INV2026023065,6890.869999999999,-9.094947017729282e-13,2026-07-02
23066,20251113,109,4428,35,40,3,11,491.75,1007.97,528.15,4929.43,4148.44,780.99,INV2026023066,4929.429999999999,-9.094947017729282e-13,2025-11-13
23067,20250222,98,1442,5,214,1,20,1355.44,2744.62,2923.7,27287.88,21658.87,5629.01,INV2026023067,27287.880000000005,3.637978807091713e-12,2025-02-22
23068,20250512,57,5008,13,86,3,2,1454.91,743.31,259.98,2426.49,2201.81,224.68,INV2026023068,2426.49,4.547473508864641e-13,2025-05-12
23069,20250305,160,7647,37,164,3,10,931.74,781.62,1024.29,9560.07,6299.31,3260.76,INV2026023069,9560.07,0.0,2025-03-05
23070,20250207,422,10551,40,54,2,19,210.57,345.0,438.7,4094.53,3171.19,923.34,INV2026023070,4094.53,-4.547473508864641e-13,2025-02-07
23071,20251213,255,8447,21,162,5,2,347.88,138.05,66.93,624.64,540.49,84.15,INV2026023071,624.6400000000001,1.1368683772161605e-13,2025-12-13
23072,20261112,171,8696,1,21,1,17,1103.17,4157.42,1751.58,16348.05,12697.77,3650.28,INV2026023072,16348.05,0.0,2026-11-12
23073,20250324,423,10206,42,146,5,9,1008.41,456.78,1034.27,9653.18,6884.99,2768.19,INV2026023073,9653.18,0.0,2025-03-24
23074,20250202,293,3058,35,161,3,10,1071.2,2337.03,1005.0,9379.97,7894.25,1485.72,INV2026023074,9379.97,0.0,2025-02-02
23075,20260623,261,11898,27,62,3,12,292.53,916.04,311.32,2905.64,2424.64,481.0,INV2026023075,2905.64,0.0,2026-06-23
23076,20260530,39,11488,19,6,5,19,1025.15,875.77,2232.25,20834.33,17271.03,3563.3,INV2026023076,20834.33,0.0,2026-05-30
23077,20250421,400,7950,24,32,3,14,341.13,1390.1,406.29,3792.01,2732.71,1059.3,INV2026023077,3792.01,-4.547473508864641e-13,2025-04-21
23078,20250902,39,1642,22,87,3,5,935.73,103.43,549.03,5124.25,3547.42,1576.83,INV2026023078,5124.249999999999,-9.094947017729282e-13,2025-09-02
23079,20250529,401,8890,28,142,5,1,446.17,77.5,44.24,412.91,298.63,114.28,INV2026023079,412.91,0.0,2025-05-29
23080,20261225,434,10771,29,158,5,14,242.51,366.84,363.4,3391.7,2081.38,1310.32,INV2026023080,3391.7,0.0,2026-12-25
23081,20250511,95,4240,40,186,2,3,52.16,5.39,18.13,169.22,88.95,80.27,INV2026023081,169.22,0.0,2025-05-11
23082,20260927,490,8337,50,107,5,13,131.34,76.63,195.69,1826.48,1385.72,440.76,INV2026023082,1826.48,0.0,2026-09-27
23083,20250118,320,3546,40,236,4,13,402.12,767.97,535.15,4994.74,3482.33,1512.41,INV2026023083,4994.74,0.0,2025-01-18
23084,20261224,418,2811,44,145,3,11,1165.12,1264.39,1386.23,12938.16,8710.61,4227.55,INV2026023084,12938.16,0.0,2026-12-24
23085,20250531,144,2266,15,88,1,4,1338.23,86.92,631.92,5897.92,4683.81,1214.11,INV2026023085,5897.92,0.0,2025-05-31
23086,20250218,223,5605,31,36,2,6,1081.09,1834.67,558.22,5210.09,3754.86,1455.23,INV2026023086,5210.089999999999,-9.094947017729282e-13,2025-02-18
23087,20260219,277,3280,12,246,3,14,675.3,957.0,1019.66,9516.86,6506.22,3010.64,INV2026023087,9516.86,-1.8189894035458565e-12,2026-02-19
23088,20260904,350,11961,7,19,4,16,1442.18,4281.74,2255.18,21048.32,16638.23,4410.09,INV2026023088,21048.32,0.0,2026-09-04
23089,20260103,379,11096,48,84,5,18,476.42,2315.24,751.24,7011.56,6885.65,125.91,INV2026023089,7011.56,-9.094947017729282e-13,2026-01-03
23090,20260216,312,2527,3,7,3,19,1050.27,3432.72,1982.69,18505.1,13846.46,4658.64,INV2026023090,18505.1,0.0,2026-02-16
23091,20250915,447,3889,20,241,2,12,1194.07,4141.79,1222.45,11409.5,8733.45,2676.05,INV2026023091,11409.5,0.0,2025-09-15
23092,20261018,403,11622,47,176,1,8,1044.32,1886.96,776.11,7243.71,5977.73,1265.98,INV2026023092,7243.709999999999,-9.094947017729282e-13,2026-10-18
23093,20250716,279,11713,2,147,2,10,837.56,779.39,911.55,8507.76,7297.63,1210.13,INV2026023093,8507.759999999998,-1.8189894035458565e-12,2025-07-16
23094,20260608,408,8723,44,190,5,15,1309.6,463.71,2301.63,21481.92,16491.66,4990.26,INV2026023094,21481.92,3.637978807091713e-12,2026-06-08
23095,20251105,172,1312,1,208,1,12,1155.45,2423.98,1372.97,12814.39,10180.71,2633.68,INV2026023095,12814.39,1.8189894035458565e-12,2025-11-05
23096,20261217,114,4964,18,63,1,16,1466.68,181.19,2794.28,26079.97,20379.81,5700.16,INV2026023096,26079.97,0.0,2026-12-17
23097,20251101,112,248,19,117,3,17,806.31,542.69,1579.75,14744.33,8553.07,6191.26,INV2026023097,14744.329999999998,-1.8189894035458565e-12,2025-11-01
23098,20260414,76,5693,11,120,5,20,652.04,1745.54,1355.43,12650.69,11278.06,1372.63,INV2026023098,12650.69,-1.8189894035458565e-12,2026-04-14
23099,20250924,18,4591,20,33,5,18,856.1,1872.08,1624.53,15162.25,9270.88,5891.37,INV2026023099,15162.250000000002,1.8189894035458565e-12,2025-09-24
23100,20260430,210,6732,37,101,4,15,709.17,458.91,1221.44,11400.08,7805.1,3594.98,INV2026023100,11400.08,0.0,2026-04-30
23101,20250701,462,10049,25,190,4,16,1159.65,151.72,2208.32,20611.0,10543.77,10067.23,INV2026023101,20611.0,0.0,2025-07-01
23102,20250130,492,2663,4,39,3,10,1406.1,2050.71,1441.23,13451.52,10242.12,3209.4,INV2026023102,13451.52,0.0,2025-01-30
23103,20250125,87,3879,32,216,5,5,730.27,877.84,332.82,3106.33,2799.75,306.58,INV2026023103,3106.33,0.0,2025-01-25
23104,20261003,314,3770,34,10,2,14,1203.77,1356.58,1859.54,17355.74,12036.9,5318.84,INV2026023104,17355.739999999998,-3.637978807091713e-12,2026-10-03
23105,20261125,38,3504,19,58,1,20,980.98,5379.0,1708.87,15949.47,16799.03,849.56,INV2026023105,15949.469999999998,-1.8189894035458565e-12,2026-11-25
23106,20251010,321,3015,43,139,3,17,1317.61,5193.35,2064.72,19270.74,18442.85,827.89,INV2026023106,19270.74,-3.637978807091713e-12,2025-10-10
23107,20250824,251,4248,17,244,4,9,551.94,314.15,558.4,5211.71,3868.58,1343.13,INV2026023107,5211.710000000001,9.094947017729282e-13,2025-08-24
23108,20261213,333,2655,17,140,5,11,103.43,286.01,102.21,953.93,909.63,44.3,INV2026023108,953.93,1.1368683772161605e-13,2026-12-13
23109,20250423,429,3310,2,40,4,20,123.6,202.39,272.35,2541.96,1668.8,873.16,INV2026023109,2541.96,0.0,2025-04-23
23110,20260710,156,1225,8,241,3,10,415.25,317.16,460.24,4295.58,3710.56,585.02,INV2026023110,4295.58,0.0,2026-07-10
23111,20251005,170,4231,16,73,5,8,511.55,475.19,434.07,4051.28,3532.14,519.14,INV2026023111,4051.28,0.0,2025-10-05
23112,20260401,439,1662,20,161,2,1,824.87,31.29,95.23,888.81,685.76,203.05,INV2026023112,888.8100000000001,1.1368683772161605e-13,2026-04-01
23113,20250506,297,234,47,109,3,13,735.87,706.12,1063.22,9923.41,6973.19,2950.22,INV2026023113,9923.409999999998,-1.8189894035458565e-12,2025-05-06
23114,20261013,14,9754,22,97,1,7,882.46,995.36,621.82,5803.68,4944.53,859.15,INV2026023114,5803.68,0.0,2026-10-13
23115,20250904,175,11980,41,247,2,7,1074.55,1957.74,667.69,6231.8,4213.0,2018.8,INV2026023115,6231.799999999999,-9.094947017729282e-13,2025-09-04
23116,20251030,118,8062,9,83,1,2,1495.35,40.67,354.0,3304.03,2327.08,976.95,INV2026023116,3304.03,-4.547473508864641e-13,2025-10-30
23117,20261031,432,4525,30,240,2,6,413.33,671.17,217.06,2025.87,1496.27,529.6,INV2026023117,2025.87,0.0,2026-10-31
23118,20250215,480,11269,39,236,3,17,686.94,260.23,1370.13,12787.88,8218.79,4569.09,INV2026023118,12787.88,1.8189894035458565e-12,2025-02-15
23119,20260921,125,2542,28,96,3,14,436.31,722.24,646.33,6032.43,4293.41,1739.02,INV2026023119,6032.43,0.0,2026-09-21
23120,20260117,353,4189,6,180,2,16,577.36,573.52,1039.71,9703.95,7996.17,1707.78,INV2026023120,9703.95,0.0,2026-01-17
23121,20260603,382,5315,7,249,1,14,451.59,1858.9,535.6,4998.96,4638.06,360.9,INV2026023121,4998.959999999999,-9.094947017729282e-13,2026-06-03
23122,20250127,453,7428,48,183,2,18,1265.73,2042.68,2488.86,23229.32,13892.68,9336.64,INV2026023122,23229.32,0.0,2025-01-27
23123,20261223,155,688,6,184,2,10,209.28,566.64,183.14,1709.3,1470.64,238.66,INV2026023123,1709.3000000000002,2.273736754432321e-13,2026-12-23
23124,20250523,137,381,12,162,3,5,744.94,726.16,359.82,3358.36,2674.12,684.24,INV2026023124,3358.3600000000006,4.547473508864641e-13,2025-05-23
23125,20260602,351,7295,25,122,5,14,697.94,2616.54,858.55,8013.17,6296.26,1716.91,INV2026023125,8013.17,0.0,2026-06-02
23126,20260514,348,6956,40,3,4,3,255.03,142.89,74.66,696.86,598.39,98.47,INV2026023126,696.86,0.0,2026-05-14
23127,20250211,357,10420,44,77,3,2,892.96,505.19,153.69,1434.42,1182.22,252.2,INV2026023127,1434.42,0.0,2025-02-11
23128,20260716,216,3837,1,164,5,15,1415.97,996.22,2429.2,22672.53,17951.86,4720.67,INV2026023128,22672.53,0.0,2026-07-16
23129,20250825,482,3921,41,139,4,5,705.35,719.56,336.86,3144.05,2948.46,195.59,INV2026023129,3144.05,0.0,2025-08-25
23130,20260726,311,10934,15,172,3,9,711.78,1405.35,600.08,5600.75,5298.34,302.41,INV2026023130,5600.75,0.0,2026-07-26
23131,20251205,377,8038,24,128,4,12,1315.99,2566.12,1587.09,14812.85,11018.48,3794.37,INV2026023131,14812.850000000002,1.8189894035458565e-12,2025-12-05
23132,20250103,197,10953,33,136,5,19,1064.2,1079.9,2296.79,21436.69,14167.46,7269.23,INV2026023132,21436.69,0.0,2025-01-03
23133,20250411,46,1127,45,217,2,19,1341.29,5451.32,2403.98,22437.17,16216.42,6220.75,INV2026023133,22437.17,0.0,2025-04-11
23134,20260826,39,9340,42,226,5,3,446.24,230.17,133.03,1241.58,809.85,431.73,INV2026023134,1241.58,0.0,2026-08-26
23135,20250412,223,2154,18,132,2,11,1333.51,745.49,1670.77,15593.89,9380.01,6213.88,INV2026023135,15593.89,1.8189894035458565e-12,2025-04-12
23136,20260606,375,10760,27,116,4,11,632.18,1985.53,596.21,5564.66,5884.79,320.13,INV2026023136,5564.66,0.0,2026-06-06
23137,20261112,8,8131,13,151,2,3,1214.53,657.75,358.3,3344.14,2380.96,963.18,INV2026023137,3344.1400000000003,4.547473508864641e-13,2026-11-12
23138,20260913,102,7251,2,173,5,19,928.53,736.58,2028.66,18934.15,13997.87,4936.28,INV2026023138,18934.15,-3.637978807091713e-12,2026-09-13
23139,20261203,297,5711,43,178,4,9,122.05,69.47,123.48,1152.46,971.16,181.3,INV2026023139,1152.46,0.0,2026-12-03
23140,20250420,149,3956,44,159,3,7,427.69,275.36,326.22,3044.69,2056.02,988.67,INV2026023140,3044.69,-4.547473508864641e-13,2025-04-20
23141,20260424,474,2686,50,174,3,12,1202.99,2138.36,1475.7,13773.22,9049.51,4723.71,INV2026023141,13773.22,1.8189894035458565e-12,2026-04-24
23142,20251224,454,3827,13,11,4,1,727.6,7.49,86.41,806.52,523.35,283.17,INV2026023142,806.52,0.0,2025-12-24
23143,20250119,253,3702,47,100,1,12,263.4,154.68,360.73,3366.85,2151.56,1215.29,INV2026023143,3366.85,0.0,2025-01-19
23144,20261229,69,5326,26,216,4,3,323.35,80.16,106.79,996.68,798.23,198.45,INV2026023144,996.68,1.1368683772161605e-13,2026-12-29
23145,20260225,235,5594,22,41,4,15,1408.22,3873.91,2069.93,19319.32,17318.66,2000.66,INV2026023145,19319.32,0.0,2026-02-25
23146,20251127,291,8946,26,191,5,16,821.7,2733.82,1249.61,11662.99,8718.84,2944.15,INV2026023146,11662.990000000002,1.8189894035458565e-12,2025-11-27
23147,20251020,354,5620,31,11,5,4,878.58,311.24,384.37,3587.45,2734.25,853.2,INV2026023147,3587.45,0.0,2025-10-20
23148,20250808,398,9994,46,36,4,3,861.69,66.37,302.24,2820.94,1611.57,1209.37,INV2026023148,2820.9400000000005,4.547473508864641e-13,2025-08-08
23149,20251126,183,6037,7,91,2,9,588.34,1007.47,514.51,4802.1,3925.66,876.44,INV2026023149,4802.1,0.0,2025-11-26
23150,20260605,196,8086,44,90,1,15,1334.48,656.64,2323.27,21683.83,14821.17,6862.66,INV2026023150,21683.83,0.0,2026-06-05
23151,20260903,453,8073,49,133,5,6,682.79,912.15,382.15,3566.74,2625.19,941.55,INV2026023151,3566.74,0.0,2026-09-03
23152,20261005,478,6172,2,111,4,1,819.05,220.66,71.81,670.2,570.67,99.53,INV2026023152,670.2,0.0,2026-10-05
23153,20261125,82,3006,22,235,4,1,1325.13,48.31,153.22,1430.04,1091.87,338.17,INV2026023153,1430.0400000000002,2.273736754432321e-13,2026-11-25
23154,20250812,139,6206,26,221,1,5,1426.48,926.24,744.74,6950.9,4556.87,2394.03,INV2026023154,6950.9,0.0,2025-08-12
23155,20250708,120,10503,4,172,3,13,783.04,2759.73,890.37,8310.16,5822.16,2488.0,INV2026023155,8310.160000000002,1.8189894035458565e-12,2025-07-08
23156,20260408,306,7423,38,131,2,4,1332.22,870.4,535.02,4993.5,4049.3,944.2,INV2026023156,4993.5,0.0,2026-04-08
23157,20261221,26,2493,50,135,4,18,124.39,375.2,223.66,2087.48,1603.47,484.01,INV2026023157,2087.48,0.0,2026-12-21
23158,20260615,380,8439,26,60,3,14,466.39,777.73,690.21,6441.94,5266.32,1175.62,INV2026023158,6441.94,0.0,2026-06-15
23159,20251012,284,10586,26,248,1,18,368.0,1275.9,641.77,5989.87,5073.61,916.26,INV2026023159,5989.870000000001,9.094947017729282e-13,2025-10-12
23160,20250907,476,10602,20,47,1,2,708.8,53.71,163.67,1527.56,842.43,685.13,INV2026023160,1527.56,0.0,2025-09-07
23161,20250721,382,7825,6,200,4,4,1347.77,1217.25,500.86,4674.69,4034.07,640.62,INV2026023161,4674.69,0.0,2025-07-21
23162,20261130,19,10628,31,81,5,15,294.18,403.5,481.1,4490.3,2832.08,1658.22,INV2026023162,4490.3,0.0,2026-11-30
23163,20250811,4,1973,27,84,4,16,1241.18,5311.44,1745.69,16293.13,12630.17,3662.96,INV2026023163,16293.130000000005,3.637978807091713e-12,2025-08-11
23164,20250307,230,7714,10,11,4,8,1179.56,712.56,1046.87,9770.79,6549.29,3221.5,INV2026023164,9770.79,0.0,2025-03-07
23165,20250818,216,3348,50,79,2,17,1055.9,4052.76,1667.7,15565.24,11604.94,3960.3,INV2026023165,15565.240000000003,3.637978807091713e-12,2025-08-18
