Inventory_ID,Date_Key,Product_ID,Store_ID,Opening_Stock,Received,Sold,Closing_Stock,Reorder_Level,Expiry_Date,Batch_No
INVT006058,20281107,PRD276,ST023,146,46,76,116,50,2031-03-01,BAT006058
INVT006059,20250827,PRD149,ST046,492,7,11,488,20,2027-05-14,BAT006059
INVT006060,20280625,PRD156,ST030,218,69,93,194,40,2030-01-17,BAT006060
INVT006061,20280116,PRD238,ST003,191,150,78,263,20,2030-08-27,BAT006061
INVT006062,20270905,PRD235,ST035,84,79,46,117,40,2029-08-14,BAT006062
INVT006063,20280517,PRD231,ST015,362,98,12,448,20,2031-03-27,BAT006063
INVT006064,20250401,PRD129,ST002,225,120,26,319,40,2027-10-07,BAT006064
INVT006065,20240131,PRD027,ST034,493,5,37,461,20,2027-01-22,BAT006065
INVT006066,20280728,PRD161,ST028,369,71,113,327,25,2029-08-29,BAT006066
INVT006067,20280424,PRD083,ST007,400,128,84,444,50,2030-08-04,BAT006067
INVT006068,20280203,PRD035,ST044,418,108,118,408,50,2030-09-27,BAT006068
INVT006069,20240218,PRD199,ST021,309,118,23,404,25,2026-04-13,BAT006069
INVT006070,20251009,PRD158,ST049,85,30,4,111,30,2028-04-11,BAT006070
INVT006071,20260921,PRD226,ST036,415,107,57,465,20,2028-02-16,BAT006071
INVT006072,20270427,PRD168,ST031,405,40,70,375,20,2029-11-13,BAT006072
INVT006073,20240811,PRD061,ST011,484,125,97,512,50,2027-05-11,BAT006073
INVT006074,20281227,PRD261,ST024,382,42,33,391,50,2031-11-16,BAT006074
INVT006075,20230920,PRD208,ST002,376,135,37,474,20,2026-09-01,BAT006075
INVT006076,20261125,PRD287,ST050,221,94,24,291,40,2029-11-24,BAT006076
INVT006077,20250718,PRD032,ST046,456,71,27,500,40,2027-09-17,BAT006077
INVT006078,20250412,PRD064,ST034,214,94,72,236,40,2027-08-30,BAT006078
INVT006079,20230331,PRD253,ST008,272,65,32,305,50,2026-03-27,BAT006079
INVT006080,20240127,PRD139,ST048,206,0,0,206,20,2025-10-31,BAT006080
INVT006081,20230529,PRD228,ST024,260,11,19,252,25,2024-09-30,BAT006081
INVT006082,20230728,PRD217,ST020,447,10,56,401,50,2025-12-06,BAT006082
INVT006083,20241012,PRD300,ST027,318,41,22,337,50,2027-03-11,BAT006083
INVT006084,20260914,PRD157,ST010,282,52,95,239,30,2028-06-04,BAT006084
INVT006085,20280611,PRD295,ST048,356,38,114,280,30,2029-10-06,BAT006085
INVT006086,20280521,PRD100,ST027,258,82,35,305,40,2030-05-31,BAT006086
INVT006087,20280914,PRD237,ST036,409,62,85,386,40,2029-11-21,BAT006087
INVT006088,20230903,PRD166,ST013,350,36,45,341,50,2024-10-28,BAT006088
INVT006089,20271028,PRD254,ST030,111,142,41,212,25,2029-12-11,BAT006089
INVT006090,20230109,PRD055,ST031,198,57,89,166,20,2024-09-28,BAT006090
INVT006091,20230908,PRD081,ST023,243,15,5,253,30,2025-01-08,BAT006091
INVT006092,20250403,PRD051,ST027,399,101,108,392,40,2027-07-23,BAT006092
INVT006093,20261213,PRD076,ST031,447,0,56,391,20,2028-05-20,BAT006093
INVT006094,20280109,PRD295,ST046,426,119,13,532,40,2030-03-24,BAT006094
INVT006095,20250522,PRD167,ST001,260,75,22,313,40,2026-10-30,BAT006095
INVT006096,20230407,PRD151,ST014,312,140,80,372,20,2025-08-17,BAT006096
INVT006097,20270726,PRD237,ST026,119,42,108,53,40,2028-08-29,BAT006097
INVT006098,20240812,PRD179,ST020,176,18,50,144,25,2027-03-23,BAT006098
INVT006099,20231001,PRD164,ST033,208,107,34,281,40,2025-02-06,BAT006099
INVT006100,20261006,PRD215,ST004,472,72,49,495,40,2029-03-13,BAT006100
INVT006101,20241007,PRD023,ST044,154,111,79,186,20,2026-11-11,BAT006101
INVT006102,20240316,PRD164,ST046,457,89,4,542,25,2026-04-22,BAT006102
INVT006103,20230922,PRD122,ST017,65,120,28,157,20,2025-02-06,BAT006103
INVT006104,20240925,PRD029,ST046,271,98,56,313,40,2026-11-14,BAT006104
INVT006105,20260815,PRD147,ST042,52,83,29,106,25,2028-05-25,BAT006105
INVT006106,20241004,PRD059,ST045,491,105,72,524,30,2026-05-18,BAT006106
INVT006107,20261003,PRD115,ST045,135,128,95,168,40,2027-12-17,BAT006107
INVT006108,20280325,PRD282,ST043,56,93,70,79,20,2029-11-25,BAT006108
INVT006109,20281028,PRD017,ST022,281,57,23,315,20,2030-06-13,BAT006109
INVT006110,20270329,PRD228,ST036,437,143,49,531,30,2029-03-28,BAT006110
INVT006111,20260922,PRD191,ST009,259,28,40,247,20,2027-10-22,BAT006111
INVT006112,20271210,PRD006,ST048,228,93,63,258,20,2029-12-16,BAT006112
INVT006113,20241002,PRD192,ST003,337,102,68,371,40,2026-07-02,BAT006113
INVT006114,20260330,PRD048,ST009,445,48,43,450,50,2028-11-15,BAT006114
INVT006115,20271113,PRD089,ST021,337,101,76,362,25,2029-12-25,BAT006115
INVT006116,20251006,PRD161,ST028,62,8,49,21,25,2027-09-13,BAT006116
INVT006117,20261117,PRD033,ST024,94,123,102,115,50,2029-02-16,BAT006117
INVT006118,20270127,PRD039,ST038,152,121,112,161,50,2028-10-09,BAT006118
INVT006119,20261002,PRD112,ST005,477,44,58,463,25,2028-07-01,BAT006119
INVT006120,20251025,PRD172,ST034,380,5,85,300,20,2028-07-25,BAT006120
INVT006121,20280710,PRD217,ST045,131,28,25,134,30,2030-09-09,BAT006121
INVT006122,20240101,PRD204,ST018,399,96,9,486,30,2025-06-01,BAT006122
INVT006123,20271103,PRD172,ST016,127,36,16,147,30,2030-02-05,BAT006123
INVT006124,20230610,PRD262,ST007,51,27,34,44,50,2026-05-17,BAT006124
INVT006125,20240318,PRD086,ST038,418,113,9,522,50,2026-10-10,BAT006125
INVT006126,20260121,PRD023,ST050,480,142,76,546,30,2027-09-30,BAT006126
INVT006127,20280107,PRD155,ST036,391,30,103,318,25,2030-02-21,BAT006127
INVT006128,20281011,PRD057,ST032,436,63,1,498,20,2031-03-28,BAT006128
INVT006129,20230316,PRD166,ST033,327,3,42,288,50,2024-04-26,BAT006129
INVT006130,20240509,PRD138,ST002,148,55,36,167,20,2026-04-22,BAT006130
INVT006131,20230517,PRD284,ST048,107,12,43,76,40,2026-05-13,BAT006131
INVT006132,20250625,PRD175,ST042,315,110,103,322,50,2028-02-19,BAT006132
INVT006133,20230605,PRD095,ST007,448,60,8,500,20,2025-07-29,BAT006133
INVT006134,20270827,PRD292,ST020,264,5,113,156,25,2030-06-08,BAT006134
INVT006135,20231104,PRD083,ST019,270,114,106,278,40,2025-07-25,BAT006135
INVT006136,20240813,PRD259,ST008,126,88,72,142,50,2026-02-23,BAT006136
INVT006137,20270613,PRD082,ST004,284,68,79,273,50,2030-01-06,BAT006137
INVT006138,20251215,PRD300,ST045,420,82,76,426,20,2027-06-09,BAT006138
INVT006139,20270512,PRD003,ST038,126,0,31,95,25,2028-07-30,BAT006139
INVT006140,20251129,PRD222,ST024,263,90,63,290,20,2028-02-01,BAT006140
INVT006141,20270520,PRD182,ST032,485,131,80,536,20,2028-12-21,BAT006141
INVT006142,20230403,PRD147,ST037,369,88,108,349,20,2025-02-06,BAT006142
INVT006143,20250821,PRD257,ST037,395,101,37,459,20,2027-10-02,BAT006143
INVT006144,20260113,PRD181,ST003,320,98,18,400,50,2027-12-09,BAT006144
INVT006145,20250217,PRD067,ST050,115,57,2,170,40,2026-07-18,BAT006145
INVT006146,20260115,PRD283,ST032,247,65,12,300,25,2028-03-13,BAT006146
INVT006147,20240209,PRD112,ST043,493,145,46,592,30,2026-06-24,BAT006147
INVT006148,20251026,PRD165,ST035,253,30,64,219,20,2028-09-29,BAT006148
INVT006149,20260815,PRD259,ST013,345,62,39,368,20,2029-01-26,BAT006149
INVT006150,20250617,PRD189,ST018,374,71,107,338,25,2028-05-08,BAT006150
INVT006151,20280424,PRD264,ST034,230,144,69,305,50,2029-08-29,BAT006151
INVT006152,20241205,PRD008,ST028,363,98,47,414,40,2027-08-24,BAT006152
INVT006153,20250314,PRD092,ST024,390,106,103,393,25,2027-06-26,BAT006153
INVT006154,20271120,PRD084,ST009,172,106,68,210,25,2029-02-11,BAT006154
INVT006155,20241213,PRD241,ST022,168,65,15,218,50,2026-07-11,BAT006155
INVT006156,20261111,PRD174,ST041,290,143,105,328,20,2028-04-23,BAT006156
INVT006157,20240703,PRD264,ST002,95,116,63,148,20,2027-05-28,BAT006157
INVT006158,20230420,PRD216,ST009,338,75,46,367,20,2024-09-02,BAT006158
INVT006159,20270503,PRD293,ST019,186,116,28,274,30,2030-03-15,BAT006159
INVT006160,20250524,PRD143,ST007,500,72,89,483,25,2028-02-19,BAT006160
INVT006161,20231027,PRD016,ST048,161,47,30,178,20,2026-04-20,BAT006161
INVT006162,20271102,PRD219,ST030,488,146,81,553,20,2030-01-09,BAT006162
INVT006163,20270925,PRD250,ST048,181,120,61,240,25,2028-11-15,BAT006163
INVT006164,20240204,PRD041,ST043,496,15,37,474,20,2026-08-21,BAT006164
INVT006165,20250801,PRD261,ST017,176,119,108,187,50,2027-01-25,BAT006165
INVT006166,20270603,PRD010,ST006,378,139,57,460,40,2030-05-31,BAT006166
INVT006167,20280502,PRD178,ST042,163,48,110,101,30,2029-09-24,BAT006167
INVT006168,20240629,PRD167,ST014,352,57,120,289,50,2025-11-08,BAT006168
INVT006169,20240702,PRD136,ST009,234,126,61,299,40,2026-01-03,BAT006169
INVT006170,20280211,PRD234,ST017,235,114,86,263,30,2029-03-31,BAT006170
INVT006171,20241106,PRD055,ST043,461,133,67,527,30,2026-05-16,BAT006171
INVT006172,20240117,PRD052,ST019,319,79,55,343,20,2025-09-05,BAT006172
INVT006173,20270331,PRD098,ST034,167,149,105,211,40,2030-03-28,BAT006173
INVT006174,20281228,PRD251,ST035,476,129,111,494,30,2030-06-26,BAT006174
INVT006175,20230306,PRD147,ST030,219,150,98,271,50,2024-11-12,BAT006175
INVT006176,20270218,PRD258,ST039,209,114,96,227,40,2028-04-15,BAT006176
INVT006177,20270420,PRD296,ST045,419,62,87,394,50,2028-10-17,BAT006177
INVT006178,20281125,PRD175,ST016,116,13,19,110,30,2030-10-08,BAT006178
INVT006179,20270727,PRD042,ST027,414,121,75,460,30,2029-09-20,BAT006179
INVT006180,20271229,PRD232,ST034,390,17,66,341,50,2030-06-10,BAT006180
INVT006181,20271115,PRD111,ST046,262,20,111,171,25,2030-06-24,BAT006181
INVT006182,20260826,PRD149,ST050,376,83,100,359,50,2028-01-11,BAT006182
INVT006183,20230922,PRD059,ST046,336,85,95,326,40,2025-03-17,BAT006183
INVT006184,20250729,PRD171,ST041,76,22,79,19,30,2027-11-12,BAT006184
INVT006185,20250525,PRD254,ST032,342,108,17,433,40,2028-04-14,BAT006185
INVT006186,20250316,PRD259,ST038,244,90,37,297,50,2027-12-13,BAT006186
INVT006187,20280714,PRD238,ST037,93,122,70,145,25,2029-11-29,BAT006187
INVT006188,20230325,PRD023,ST036,417,31,2,446,20,2024-07-01,BAT006188
INVT006189,20251112,PRD092,ST033,468,104,85,487,40,2028-07-14,BAT006189
INVT006190,20230825,PRD203,ST012,213,21,41,193,40,2025-07-21,BAT006190
INVT006191,20261025,PRD056,ST017,493,149,98,544,20,2029-05-25,BAT006191
INVT006192,20270617,PRD228,ST007,373,3,84,292,50,2028-06-24,BAT006192
INVT006193,20230107,PRD136,ST041,230,131,88,273,40,2024-07-12,BAT006193
INVT006194,20260122,PRD081,ST043,139,123,109,153,30,2028-12-30,BAT006194
INVT006195,20270603,PRD217,ST023,410,32,79,363,30,2029-11-12,BAT006195
INVT006196,20250323,PRD023,ST023,108,116,15,209,50,2027-07-11,BAT006196
INVT006197,20240928,PRD170,ST005,142,55,110,87,30,2026-04-26,BAT006197
INVT006198,20250820,PRD168,ST015,271,118,47,342,40,2028-07-16,BAT006198
INVT006199,20280605,PRD255,ST029,158,64,115,107,25,2030-07-07,BAT006199
INVT006200,20261003,PRD273,ST031,215,12,26,201,20,2027-10-12,BAT006200
INVT006201,20260511,PRD225,ST039,97,65,0,162,40,2028-09-10,BAT006201
INVT006202,20231104,PRD094,ST033,65,105,10,160,50,2026-07-06,BAT006202
INVT006203,20230525,PRD247,ST017,251,100,113,238,40,2026-02-01,BAT006203
INVT006204,20280730,PRD140,ST031,127,23,58,92,20,2030-01-20,BAT006204
INVT006205,20260402,PRD118,ST024,249,108,64,293,25,2027-05-23,BAT006205
INVT006206,20250612,PRD079,ST023,437,50,49,438,50,2027-06-27,BAT006206
INVT006207,20240814,PRD186,ST021,322,114,93,343,40,2026-12-28,BAT006207
INVT006208,20250427,PRD164,ST047,55,121,71,105,20,2026-06-22,BAT006208
INVT006209,20280806,PRD091,ST034,402,57,83,376,50,2030-06-06,BAT006209
INVT006210,20280304,PRD198,ST018,421,106,95,432,20,2029-09-07,BAT006210
INVT006211,20270401,PRD046,ST017,362,52,84,330,40,2030-02-15,BAT006211
INVT006212,20250826,PRD055,ST050,343,101,22,422,40,2027-08-02,BAT006212
INVT006213,20270604,PRD153,ST017,164,148,111,201,20,2030-01-21,BAT006213
INVT006214,20260728,PRD033,ST041,359,86,50,395,40,2028-03-06,BAT006214
INVT006215,20230309,PRD032,ST042,251,51,49,253,25,2026-03-06,BAT006215
INVT006216,20240428,PRD028,ST023,397,19,49,367,30,2025-06-24,BAT006216
INVT006217,20271230,PRD262,ST030,495,14,111,398,30,2030-05-26,BAT006217
INVT006218,20240318,PRD047,ST014,429,93,97,425,25,2027-02-20,BAT006218
INVT006219,20280505,PRD127,ST039,262,93,119,236,25,2030-09-11,BAT006219
INVT006220,20241030,PRD163,ST038,433,139,50,522,40,2027-02-13,BAT006220
INVT006221,20280404,PRD032,ST022,234,76,66,244,50,2030-11-23,BAT006221
INVT006222,20230601,PRD243,ST006,143,150,117,176,50,2025-06-28,BAT006222
INVT006223,20240129,PRD167,ST019,410,140,23,527,40,2025-02-06,BAT006223
INVT006224,20230723,PRD066,ST037,176,55,99,132,20,2025-02-24,BAT006224
INVT006225,20240611,PRD201,ST033,342,49,60,331,30,2026-08-15,BAT006225
INVT006226,20230322,PRD081,ST005,177,111,97,191,50,2025-09-20,BAT006226
INVT006227,20260322,PRD039,ST024,305,123,10,418,25,2028-12-03,BAT006227
INVT006228,20231004,PRD270,ST018,138,95,8,225,50,2025-09-29,BAT006228
INVT006229,20270822,PRD044,ST031,273,93,43,323,50,2030-04-27,BAT006229
INVT006230,20241003,PRD080,ST015,404,94,46,452,25,2027-09-10,BAT006230
INVT006231,20260816,PRD285,ST032,392,6,111,287,40,2028-03-02,BAT006231
INVT006232,20230124,PRD078,ST050,125,140,99,166,25,2025-10-07,BAT006232
INVT006233,20250701,PRD121,ST023,123,139,109,153,40,2027-12-22,BAT006233
INVT006234,20280801,PRD054,ST024,421,49,44,426,50,2031-05-27,BAT006234
INVT006235,20270807,PRD154,ST032,130,105,67,168,30,2029-12-29,BAT006235
INVT006236,20251225,PRD212,ST018,396,92,41,447,20,2028-04-03,BAT006236
INVT006237,20240910,PRD267,ST016,102,2,15,89,50,2026-09-06,BAT006237
INVT006238,20230721,PRD270,ST035,75,138,61,152,30,2025-09-05,BAT006238
INVT006239,20260625,PRD180,ST049,63,86,69,80,20,2029-04-21,BAT006239
INVT006240,20230219,PRD164,ST034,55,27,0,82,50,2025-12-07,BAT006240
INVT006241,20270919,PRD250,ST039,301,66,32,335,40,2029-12-07,BAT006241
INVT006242,20231122,PRD109,ST029,322,140,54,408,40,2025-06-07,BAT006242
INVT006243,20270423,PRD152,ST025,440,84,31,493,25,2028-12-17,BAT006243
INVT006244,20260515,PRD228,ST029,191,146,52,285,25,2027-12-04,BAT006244
INVT006245,20280518,PRD296,ST010,129,110,117,122,25,2030-10-14,BAT006245
INVT006246,20240413,PRD039,ST023,50,46,27,69,40,2026-02-04,BAT006246
INVT006247,20250426,PRD282,ST041,305,62,36,331,30,2026-06-16,BAT006247
INVT006248,20260816,PRD085,ST008,357,74,1,430,30,2029-05-25,BAT006248
INVT006249,20230116,PRD130,ST031,116,106,3,219,50,2025-05-19,BAT006249
INVT006250,20271016,PRD084,ST039,88,69,45,112,50,2030-02-25,BAT006250
INVT006251,20280121,PRD121,ST027,243,4,73,174,50,2029-12-10,BAT006251
INVT006252,20240415,PRD286,ST006,274,76,62,288,25,2026-05-18,BAT006252
INVT006253,20271121,PRD187,ST014,364,112,82,394,50,2030-05-13,BAT006253
INVT006254,20261204,PRD269,ST029,462,76,64,474,50,2029-11-02,BAT006254
INVT006255,20261119,PRD186,ST029,109,62,14,157,50,2029-05-20,BAT006255
INVT006256,20251102,PRD135,ST017,455,99,8,546,40,2027-07-08,BAT006256
INVT006257,20260804,PRD093,ST022,295,64,61,298,40,2028-12-10,BAT006257
INVT006258,20260211,PRD122,ST029,377,40,10,407,25,2027-09-26,BAT006258
INVT006259,20280910,PRD141,ST033,283,113,47,349,40,2029-11-23,BAT006259
INVT006260,20231130,PRD281,ST049,338,132,60,410,30,2025-12-16,BAT006260
INVT006261,20280711,PRD276,ST015,114,47,104,57,50,2029-08-21,BAT006261
INVT006262,20230427,PRD031,ST021,351,3,40,314,30,2025-04-20,BAT006262
INVT006263,20240409,PRD225,ST015,244,82,70,256,30,2026-01-25,BAT006263
INVT006264,20230513,PRD166,ST047,340,17,73,284,25,2025-02-19,BAT006264
INVT006265,20260525,PRD095,ST019,259,32,110,181,40,2027-09-07,BAT006265
INVT006266,20240705,PRD097,ST040,169,63,120,112,20,2026-08-25,BAT006266
INVT006267,20261009,PRD122,ST013,240,49,112,177,30,2029-06-27,BAT006267
INVT006268,20280418,PRD161,ST038,393,138,2,529,50,2030-05-28,BAT006268
INVT006269,20241002,PRD258,ST012,423,30,76,377,40,2025-10-02,BAT006269
INVT006270,20281121,PRD251,ST036,300,83,81,302,40,2031-04-21,BAT006270
INVT006271,20240822,PRD244,ST013,288,108,31,365,20,2027-04-16,BAT006271
INVT006272,20280404,PRD234,ST015,347,131,92,386,25,2030-06-25,BAT006272
INVT006273,20270426,PRD211,ST002,341,127,84,384,50,2029-09-17,BAT006273
INVT006274,20280823,PRD167,ST022,55,14,37,32,30,2030-08-30,BAT006274
INVT006275,20230709,PRD228,ST046,121,102,20,203,50,2024-08-04,BAT006275
INVT006276,20231201,PRD009,ST029,363,59,90,332,25,2026-11-06,BAT006276
INVT006277,20240827,PRD208,ST023,125,114,66,173,25,2026-08-15,BAT006277
INVT006278,20260401,PRD198,ST016,58,85,79,64,30,2029-02-15,BAT006278
INVT006279,20231118,PRD180,ST028,305,30,8,327,40,2026-02-12,BAT006279
INVT006280,20260801,PRD105,ST038,332,113,21,424,30,2029-05-14,BAT006280
INVT006281,20260717,PRD284,ST006,416,141,58,499,20,2028-12-16,BAT006281
INVT006282,20280813,PRD156,ST001,303,84,91,296,30,2030-03-06,BAT006282
INVT006283,20230110,PRD187,ST013,429,100,43,486,50,2025-10-12,BAT006283
INVT006284,20280508,PRD073,ST028,317,55,111,261,50,2030-05-22,BAT006284
INVT006285,20230517,PRD233,ST048,407,6,44,369,20,2024-11-26,BAT006285
INVT006286,20230706,PRD210,ST039,262,114,23,353,20,2024-11-13,BAT006286
INVT006287,20281230,PRD055,ST021,248,140,31,357,50,2031-04-04,BAT006287
INVT006288,20230426,PRD094,ST031,492,133,119,506,30,2024-12-10,BAT006288
INVT006289,20280117,PRD292,ST036,444,39,14,469,30,2030-08-26,BAT006289
INVT006290,20241129,PRD159,ST006,164,121,13,272,40,2026-08-03,BAT006290
INVT006291,20230111,PRD219,ST045,148,144,4,288,50,2025-01-25,BAT006291
INVT006292,20281213,PRD111,ST003,258,143,33,368,50,2030-07-10,BAT006292
INVT006293,20271008,PRD265,ST008,266,113,20,359,25,2030-04-08,BAT006293
INVT006294,20270605,PRD218,ST022,391,105,5,491,40,2029-10-03,BAT006294
INVT006295,20280523,PRD191,ST023,338,91,57,372,25,2030-04-22,BAT006295
INVT006296,20260405,PRD052,ST001,213,113,61,265,25,2028-04-01,BAT006296
INVT006297,20230218,PRD151,ST003,141,84,88,137,50,2025-12-15,BAT006297
INVT006298,20280818,PRD281,ST005,63,138,116,85,30,2030-07-17,BAT006298
INVT006299,20281205,PRD230,ST010,158,87,62,183,50,2030-09-29,BAT006299
INVT006300,20270113,PRD242,ST041,126,11,67,70,20,2028-06-17,BAT006300
INVT006301,20260326,PRD059,ST002,456,73,10,519,30,2027-05-25,BAT006301
INVT006302,20280327,PRD156,ST038,175,29,51,153,40,2029-04-10,BAT006302
INVT006303,20281112,PRD061,ST028,442,29,11,460,30,2031-08-24,BAT006303
INVT006304,20270211,PRD196,ST028,95,59,82,72,30,2028-02-28,BAT006304
INVT006305,20260202,PRD226,ST043,385,91,5,471,20,2027-03-16,BAT006305
INVT006306,20260701,PRD172,ST036,204,8,82,130,50,2029-02-21,BAT006306
INVT006307,20240718,PRD067,ST041,294,5,51,248,50,2027-04-16,BAT006307
INVT006308,20230602,PRD197,ST020,360,78,79,359,25,2025-05-07,BAT006308
INVT006309,20271126,PRD179,ST048,406,129,5,530,25,2030-09-27,BAT006309
INVT006310,20270601,PRD109,ST036,161,103,37,227,40,2028-10-21,BAT006310
INVT006311,20241105,PRD156,ST024,216,130,117,229,20,2027-03-16,BAT006311
INVT006312,20230607,PRD269,ST047,163,60,44,179,20,2025-04-05,BAT006312
INVT006313,20250123,PRD134,ST018,381,104,51,434,25,2027-12-11,BAT006313
INVT006314,20230525,PRD021,ST047,67,66,45,88,25,2026-01-19,BAT006314
INVT006315,20230316,PRD140,ST045,496,140,111,525,50,2025-05-16,BAT006315
INVT006316,20280723,PRD085,ST021,103,77,1,179,50,2030-08-12,BAT006316
INVT006317,20240324,PRD225,ST004,339,148,64,423,40,2025-10-25,BAT006317
INVT006318,20231029,PRD255,ST001,352,128,14,466,40,2025-12-18,BAT006318
INVT006319,20281224,PRD288,ST007,164,4,29,139,50,2030-10-21,BAT006319
INVT006320,20270405,PRD056,ST044,142,140,12,270,30,2028-05-29,BAT006320
INVT006321,20240219,PRD196,ST017,216,66,118,164,40,2026-03-19,BAT006321
INVT006322,20240920,PRD190,ST029,168,28,19,177,30,2026-05-02,BAT006322
INVT006323,20270924,PRD056,ST009,275,103,75,303,50,2029-12-30,BAT006323
INVT006324,20270605,PRD089,ST050,493,41,100,434,50,2029-06-02,BAT006324
INVT006325,20280802,PRD300,ST020,300,71,46,325,20,2031-02-21,BAT006325
INVT006326,20230903,PRD289,ST042,308,115,15,408,40,2025-04-27,BAT006326
INVT006327,20250622,PRD046,ST049,222,126,12,336,40,2026-07-29,BAT006327
INVT006328,20260211,PRD089,ST025,473,21,33,461,30,2028-05-14,BAT006328
INVT006329,20231225,PRD214,ST022,68,67,33,102,20,2026-01-06,BAT006329
INVT006330,20250129,PRD221,ST017,195,88,87,196,50,2027-11-08,BAT006330
INVT006331,20240810,PRD213,ST048,355,73,93,335,30,2026-04-30,BAT006331
INVT006332,20231220,PRD294,ST008,477,56,119,414,40,2026-07-13,BAT006332
INVT006333,20230702,PRD131,ST039,309,124,106,327,40,2024-11-16,BAT006333
INVT006334,20230327,PRD097,ST036,463,49,56,456,25,2025-11-24,BAT006334
INVT006335,20270526,PRD167,ST048,134,79,115,98,25,2029-09-23,BAT006335
INVT006336,20270904,PRD002,ST046,460,124,36,548,20,2029-07-18,BAT006336
INVT006337,20271124,PRD134,ST049,188,0,101,87,25,2030-02-11,BAT006337
INVT006338,20240522,PRD098,ST023,147,72,19,200,30,2026-05-18,BAT006338
INVT006339,20261030,PRD198,ST006,335,50,18,367,40,2028-04-03,BAT006339
INVT006340,20231228,PRD107,ST035,180,31,110,101,30,2025-12-14,BAT006340
INVT006341,20231024,PRD005,ST037,391,90,34,447,25,2026-07-28,BAT006341
INVT006342,20270122,PRD073,ST031,223,1,47,177,40,2029-07-29,BAT006342
INVT006343,20280823,PRD032,ST033,190,134,118,206,25,2031-08-06,BAT006343
INVT006344,20230224,PRD225,ST011,291,18,19,290,40,2024-09-03,BAT006344
INVT006345,20250421,PRD158,ST003,404,47,84,367,50,2026-11-23,BAT006345
INVT006346,20280624,PRD272,ST007,425,63,19,469,40,2030-10-18,BAT006346
INVT006347,20241010,PRD232,ST016,174,39,112,101,40,2026-02-15,BAT006347
INVT006348,20280113,PRD229,ST047,269,112,37,344,40,2030-10-03,BAT006348
INVT006349,20261007,PRD260,ST033,490,31,74,447,30,2028-11-04,BAT006349
INVT006350,20280103,PRD235,ST049,200,149,87,262,25,2030-08-13,BAT006350
INVT006351,20260331,PRD138,ST039,362,49,100,311,20,2027-10-23,BAT006351
INVT006352,20270905,PRD251,ST023,376,126,20,482,40,2029-10-27,BAT006352
INVT006353,20280828,PRD134,ST046,467,1,116,352,30,2030-04-20,BAT006353
INVT006354,20270715,PRD217,ST029,380,128,26,482,25,2028-08-15,BAT006354
INVT006355,20250222,PRD039,ST026,113,52,111,54,20,2027-07-02,BAT006355
INVT006356,20280118,PRD008,ST022,174,77,5,246,25,2030-08-07,BAT006356
INVT006357,20281227,PRD114,ST013,152,26,83,95,30,2031-11-07,BAT006357
INVT006358,20240128,PRD263,ST002,103,101,51,153,30,2026-08-03,BAT006358
INVT006359,20230216,PRD081,ST016,266,34,68,232,20,2024-06-17,BAT006359
INVT006360,20250628,PRD257,ST034,478,93,24,547,20,2026-10-18,BAT006360
INVT006361,20261219,PRD142,ST050,392,61,72,381,40,2029-06-28,BAT006361
INVT006362,20240122,PRD185,ST032,175,66,103,138,20,2025-12-12,BAT006362
INVT006363,20231212,PRD012,ST044,243,109,1,351,50,2026-02-14,BAT006363
INVT006364,20250121,PRD121,ST046,244,90,7,327,30,2027-03-03,BAT006364
INVT006365,20230605,PRD073,ST027,384,44,103,325,25,2025-04-18,BAT006365
INVT006366,20280718,PRD283,ST041,359,33,18,374,30,2029-11-02,BAT006366
INVT006367,20240822,PRD219,ST042,100,62,43,119,20,2026-10-21,BAT006367
INVT006368,20240528,PRD034,ST004,321,74,4,391,20,2026-04-23,BAT006368
INVT006369,20280520,PRD298,ST032,383,4,50,337,25,2031-05-16,BAT006369
INVT006370,20281114,PRD033,ST003,338,122,82,378,30,2030-05-21,BAT006370
INVT006371,20270928,PRD272,ST026,264,95,6,353,50,2029-05-04,BAT006371
INVT006372,20270912,PRD283,ST006,440,100,71,469,25,2029-01-05,BAT006372
INVT006373,20260406,PRD022,ST029,165,120,25,260,20,2028-09-25,BAT006373
INVT006374,20280201,PRD043,ST018,436,50,74,412,20,2029-08-18,BAT006374
INVT006375,20230211,PRD080,ST002,76,87,108,55,40,2024-08-10,BAT006375
INVT006376,20270618,PRD021,ST031,53,45,83,15,30,2029-11-03,BAT006376
INVT006377,20260315,PRD263,ST021,384,114,79,419,50,2028-09-12,BAT006377
INVT006378,20281209,PRD088,ST005,168,43,59,152,25,2031-06-07,BAT006378
INVT006379,20240425,PRD170,ST012,128,53,22,159,25,2026-12-04,BAT006379
INVT006380,20280201,PRD090,ST050,217,65,4,278,20,2029-11-30,BAT006380
INVT006381,20251016,PRD282,ST044,483,75,62,496,30,2027-08-10,BAT006381
INVT006382,20250819,PRD044,ST033,324,102,100,326,30,2027-08-23,BAT006382
INVT006383,20260103,PRD233,ST035,76,14,60,30,50,2027-06-29,BAT006383
INVT006384,20260109,PRD220,ST014,254,105,76,283,50,2027-09-13,BAT006384
INVT006385,20280512,PRD180,ST024,376,93,82,387,20,2030-02-22,BAT006385
INVT006386,20261009,PRD279,ST016,326,126,46,406,20,2027-10-22,BAT006386
INVT006387,20280809,PRD238,ST003,365,148,6,507,25,2029-12-05,BAT006387
INVT006388,20271223,PRD075,ST007,372,19,101,290,25,2029-12-28,BAT006388
